Date,Close,HMM_Regime,HMM_Prob_0,HMM_Prob_1,HMM_Prob_2
2014-11-25,375.3479919433594,0,1.0,1.1413913104457634e-19,9.12146442963562e-71
2014-11-26,368.3699951171875,0,0.999250939648291,0.000327744607505996,0.00042131574332005136
2014-11-27,369.6700134277344,0,0.9990939264511733,5.8286073870408296e-05,0.0008477874754777686
2014-11-28,376.4469909667969,0,0.9994825092940712,0.0002189326174407681,0.00029855808768872394
2014-12-01,379.2449951171875,0,0.9995785713738042,2.81451494573969e-05,0.00039328347721265456
2014-12-02,381.3150024414063,0,0.99966412492993,1.8177332911413987e-05,0.00031769773783733293
2014-12-03,375.010009765625,0,0.9990193547735948,0.0005003642415234348,0.0004802809846505816
2014-12-04,369.60400390625,0,0.9864074787475559,0.012301262139546139,0.0012912591120026037
2014-12-05,376.85400390625,0,0.908290714659706,0.08705441899510248,0.004654866345192812
2014-12-08,361.9089965820313,0,0.6070540982055568,0.38000900719385267,0.012936894599768349
2014-12-09,352.218994140625,1,0.09190351028275849,0.8929495659652731,0.015146923751292429
2014-12-10,346.364990234375,1,0.01014429834627183,0.9884474010546491,0.0014083005992073256
2014-12-11,350.5060119628906,1,0.00014628138613496166,0.9986530587969763,0.001200659817387659
2014-12-12,352.5419921875,1,1.447128864686947e-05,0.999495685780839,0.0004898429311098664
2014-12-15,345.3450012207031,1,0.00022825571694090962,0.983165771044448,0.016605973239085636
2014-12-16,327.06201171875,2,6.127655590523127e-05,0.2572959300984471,0.7426427933463854
2014-12-17,319.7760009765625,2,5.8766718657682105e-06,0.011882180664108389,0.9881119426642705
2014-12-18,311.39599609375,2,6.836418147110244e-06,0.016260139541913188,0.983733024039352
2014-12-19,317.8429870605469,1,9.563691749727839e-05,0.9559092208516538,0.043995142229946674
2014-12-22,331.885986328125,1,1.63046260984537e-05,0.9971386768362945,0.0028450185375956537
2014-12-23,334.5719909667969,1,5.033692603352473e-06,0.9998723488760594,0.00012261743113128992
2014-12-24,322.53399658203125,1,3.800557727583124e-06,0.9998418879868215,0.00015431145533473793
2014-12-25,319.00799560546875,1,4.116538845629013e-06,0.9997894370970248,0.00020644636327756877
2014-12-26,327.92401123046875,1,1.913995743903944e-06,0.9998836823748729,0.00011440362985415835
2014-12-29,312.6700134277344,1,2.6373038457428013e-06,0.9996303425912455,0.00036702010543289936
2014-12-30,310.73699951171875,1,8.912807717120989e-07,0.9998509445680844,0.00014816415101908572
2014-12-31,320.1929931640625,1,9.683038169476715e-07,0.9994113713366568,0.0005876603602753895
2015-01-01,314.2489929199219,1,2.0915197404563835e-05,0.9890939855464425,0.01088509925585197
2015-01-02,315.0320129394531,1,0.00012692141000488595,0.9012769459486143,0.09859613264209677
2015-01-05,274.4739990234375,2,2.869557792730216e-13,4.691833302717042e-08,0.9999999530809884
2015-01-06,286.1889953613281,1,2.9257278997204107e-06,0.6861789890029404,0.31381808526918625
2015-01-07,294.3370056152344,1,7.256625979733031e-06,0.9293441458863124,0.0706485974884159
