Date,Close,HMM_Regime,HMM_Prob_0,HMM_Prob_1,HMM_Prob_2
2005-09-06,1233.3900146484375,1,0.37234875216386004,0.6276491651114255,2.0827231150870204e-06
2005-09-07,1236.3599853515625,0,0.90602530996493,0.09397425586541852,4.34171276214122e-07
2005-09-08,1231.6700439453125,0,0.9788667593810696,0.02113315483392397,8.578529236930957e-08
2005-09-09,1241.47998046875,0,0.9941216315960207,0.005878335651487865,3.2750965982816754e-08
2005-09-12,1240.56005859375,0,0.9983421732932094,0.0016578020832815027,2.462322922602116e-08
2005-09-13,1231.199951171875,0,0.9945058216163419,0.005494154180412093,2.4203854571345024e-08
2005-09-14,1227.1600341796875,0,0.9871717015080049,0.012828223168950126,7.532277710967122e-08
2005-09-15,1227.72998046875,0,0.9554467343601775,0.04455258887263911,6.767681772313803e-07
2005-09-16,1237.9100341796875,0,0.836683039567479,0.16328139722725965,3.5563203772582e-05
2005-09-19,1231.02001953125,0,0.7315358794815509,0.2684594445779089,4.675941793809216e-06
2005-09-20,1221.3399658203125,1,0.2526451585886315,0.7473507349433289,4.106469763936708e-06
2005-09-21,1210.199951171875,1,0.01001377691430149,0.9899755260523491,1.0697034158379829e-05
2005-09-22,1214.6199951171875,1,0.0011309736619994981,0.9988594997648597,9.526572123038084e-06
2005-09-23,1215.2900390625,1,0.00043759094914059155,0.9995566020542432,5.8069949109319014e-06
2005-09-26,1215.6300048828125,1,0.0007506208040769819,0.9992432395343778,6.139660224402975e-06
2005-09-27,1215.6600341796875,1,0.001264529321418813,0.9987294732393407,5.9974384236281746e-06
2005-09-28,1216.8900146484375,1,0.0036877185017307745,0.9963055896028475,6.691894518122508e-06
2005-09-29,1227.6800537109375,1,0.008761223453930517,0.991226847766057,1.1928778310652869e-05
2005-09-30,1228.81005859375,1,0.01987682870985979,0.9801134939027676,9.67738786290042e-06
2005-10-03,1226.699951171875,1,0.018110329956983872,0.9818799732906319,9.696753203110893e-06
2005-10-04,1214.469970703125,1,0.001993270511313185,0.9979947426900821,1.198679735814961e-05
2005-10-05,1196.3900146484375,1,5.861119414914691e-07,0.9999793153467353,2.009854081750354e-05
2005-10-06,1191.489990234375,1,6.653863318042733e-08,0.9999843410394562,1.55924203361965e-05
2005-10-07,1195.9000244140625,1,7.224216312019407e-08,0.9999928836294578,7.044128494304105e-06
2005-10-10,1187.3299560546875,1,1.864014034880063e-08,0.9999904256386758,9.555722842852902e-06
2005-10-11,1184.8699951171875,1,5.820272731384241e-09,0.9999902564852091,9.737692968408682e-06
2005-10-12,1177.6800537109375,1,2.044677572161299e-09,0.9999868779911246,1.3119962474344835e-05
2005-10-13,1176.8399658203125,1,9.577809424288765e-10,0.999988704645276,1.1294395571180047e-05
2005-10-14,1186.5699462890625,1,9.013810679627084e-10,0.9999883971049828,1.1601992406657712e-05
2005-10-17,1190.0999755859375,1,2.0408163811060595e-08,0.9999924910071042,7.488583939338095e-06
2005-10-18,1178.1400146484375,1,2.134567195748589e-09,0.999985265730495,1.4732134452424555e-05
2005-10-19,1195.760009765625,1,6.162093695424612e-10,0.9999626544001877,3.7344982733086246e-05
2005-10-20,1177.800048828125,1,1.2154432619034854e-09,0.9999762586902531,2.374009489120574e-05
2005-10-21,1179.5899658203125,1,4.66986964209906e-10,0.9999872038952325,1.279563701349939e-05
2005-10-24,1199.3800048828125,1,7.563956982467431e-11,0.9999746465413298,2.535338263864198e-05
2005-10-25,1196.5400390625,1,9.923824637942706e-08,0.9999932003824306,6.700379476221329e-06
2005-10-26,1191.3800048828125,1,2.4472667147701135e-08,0.9999922069522542,7.768576234401401e-06
2005-10-27,1178.9000244140625,1,1.7346216394556293e-10,0.9999809921051831,1.900772092968875e-05
2005-10-28,1198.4100341796875,1,4.095890025340484e-12,0.9999620766890679,3.7923305273032645e-05
2005-10-31,1207.010009765625,1,1.913290230056713e-08,0.9999902420680397,9.738800006618867e-06
2005-11-01,1202.760009765625,1,9.486159465443345e-08,0.9999933761865765,6.528950455394876e-06
2005-11-02,1214.760009765625,1,2.597403249885814e-07,0.9999907079795477,9.032280505260554e-06
2005-11-03,1219.93994140625,1,9.972951151512189e-05,0.9998938465099825,6.4239781266005695e-06
2005-11-04,1220.1400146484375,1,0.0002638930366568529,0.9997287686518529,7.338310792866213e-06
2005-11-07,1222.81005859375,1,0.0012095814234677313,0.9987828969756641,7.521599207658695e-06
2005-11-08,1218.5899658203125,1,0.0099073625639631,0.9900839024135158,8.735021019532694e-06
2005-11-09,1220.6500244140625,1,0.07082928842396106,0.929166116309955,4.595265820542241e-06
2005-11-10,1230.9599609375,1,0.3291729706244215,0.6708235087484338,3.5206282367415754e-06
2005-11-11,1234.719970703125,0,0.6937001029868891,0.3062976464789283,2.2505339154910472e-06
2005-11-14,1233.760009765625,0,0.8865364604719581,0.11346288701872938,6.525101758742473e-07
2005-11-15,1229.010009765625,0,0.9576212831671623,0.042378612123141444,1.047113852251821e-07
2005-11-16,1231.2099609375,0,0.989126349932394,0.010873625059833684,2.5008596383858695e-08
2005-11-17,1242.800048828125,0,0.9976485026587244,0.0023514966636370206,6.787106512075867e-10
2005-11-18,1248.27001953125,0,0.9999465642084213,5.3435747040453713e-05,4.3331782061184904e-11
2005-11-21,1254.8499755859375,0,0.9999763994657866,2.3600533904651648e-05,1.1338901177949869e-12
2005-11-22,1261.22998046875,0,0.9999856363914869,1.4363606948616137e-05,3.6991283328460774e-13
2005-11-23,1265.6099853515625,0,0.9999843282012301,1.5671797689566076e-05,6.144220765023489e-13
2005-11-24,1265.6099853515625,0,0.9999808803922596,1.9119583579538315e-05,2.503885328338461e-11
2005-11-25,1268.25,0,0.9996106797373331,0.00038931924258761477,1.0201407025229463e-09
2005-11-28,1257.4599609375,0,0.9999412482445261,5.875170706387373e-05,4.6913608326116284e-11
2005-11-29,1257.47998046875,0,0.9999888724197017,1.1127577885548855e-05,1.788623630165902e-12
2005-11-30,1249.47998046875,0,0.9999709324879484,2.9067511913455444e-05,9.654718522475802e-13
2005-12-01,1264.6700439453125,0,0.9999483075781033,5.169241913631335e-05,2.613546863403493e-12
2005-12-02,1265.0799560546875,0,0.9999894046247547,1.0595374682758492e-05,5.517682530770541e-13
2005-12-05,1262.0899658203125,0,0.9999873242380388,1.2675761662355292e-05,1.250743032469545e-13
2005-12-06,1263.699951171875,0,0.9999879938434303,1.2006157832867935e-05,2.1147125817615736e-13
2005-12-07,1257.3699951171875,0,0.9999748183478138,2.518165110022132e-05,3.027262154901378e-13
2005-12-08,1255.8399658203125,0,0.9999791620091122,2.083799148391952e-05,3.5194694141733965e-13
2005-12-09,1259.3699951171875,0,0.999977385397106,2.2614602252501037e-05,2.61087805470903e-13
2005-12-12,1260.4300537109375,0,0.9999793995387408,2.0600461385272804e-05,2.081468421463417e-13
2005-12-13,1267.4300537109375,0,0.9999847142903067,1.5285709607593792e-05,2.433444411124497e-13
2005-12-14,1272.739990234375,0,0.9999893639271178,1.0636071143002811e-05,1.5455058443084614e-13
2005-12-15,1270.93994140625,0,0.9999886124890421,1.1387510771525808e-05,1.7973640542307624e-13
2005-12-16,1267.3199462890625,0,0.9999817802513451,1.8219747555582117e-05,9.057241564969862e-13
2005-12-19,1259.9200439453125,0,0.9999510867304143,4.8913269874491716e-05,1.1703367091262592e-12
2005-12-20,1259.6199951171875,0,0.9999539916204802,4.600837946449893e-05,1.409967178194641e-12
2005-12-21,1262.7900390625,0,0.9999577767740745,4.2223223201501016e-05,1.2213114506202582e-12
2005-12-22,1268.1199951171875,0,0.9999631126557306,3.68873415851802e-05,1.705632192045737e-12
2005-12-23,1268.6600341796875,0,0.9999410545262795,5.894546801799241e-05,4.0461843248508604e-12
2005-12-26,1268.6600341796875,0,0.9999135199939211,8.647997052798552e-05,3.4711377415941395e-11
2005-12-27,1256.5400390625,0,0.9995423816999195,0.0004576181652565379,1.330485739331085e-10
2005-12-28,1258.1700439453125,0,0.9997108816375049,0.0002891180909450529,2.7112144046607713e-10
2005-12-29,1254.4200439453125,0,0.9995392522311716,0.00046074711026173736,6.578470815066956e-10
2005-12-30,1248.2900390625,0,0.9986395867582268,0.0013604112737179944,1.9687037578552466e-09
2006-01-02,1248.2900390625,0,0.9971087377858276,0.002891255528127824,6.686341343178143e-09
2006-01-03,1268.800048828125,0,0.9930387963110379,0.006961170161706521,3.35290187378591e-08
2006-01-04,1273.4599609375,0,0.9995905236093958,0.0004094749971901792,1.3947149188348814e-09
2006-01-05,1273.47998046875,0,0.9999538164525996,4.618346928672021e-05,7.873413153913673e-11
2006-01-06,1285.449951171875,0,0.999930917503453,6.908248977284667e-05,5.3127115676619156e-12
2006-01-09,1290.1500244140625,0,0.9999800609317093,1.993906646480973e-05,1.2387251258846411e-12
2006-01-10,1289.68994140625,0,0.9999820645651629,1.7935435445948285e-05,4.2469762067531855e-13
2006-01-11,1294.1800537109375,0,0.999978701912712,2.129808700791728e-05,1.378797540273526e-12
2006-01-12,1286.06005859375,0,0.9999372351902006,6.27648099216363e-05,1.6890800745256757e-12
2006-01-13,1287.6099853515625,0,0.9999587695916318,4.1230406594413645e-05,2.3026136176555987e-12
2006-01-16,1287.6099853515625,0,0.9999555639492969,4.4436038548688885e-05,1.2028735185256988e-11
2006-01-17,1282.9300537109375,0,0.99965854290735,0.00034145682049751733,2.707732717286093e-10
2006-01-18,1277.9300537109375,0,0.9930740388973212,0.006925954281487067,6.821487252921164e-09
2006-01-19,1285.0400390625,0,0.9163963813387511,0.08360333036965126,2.882918407719445e-07
2006-01-20,1261.489990234375,1,0.013105284161069628,0.986889808521815,4.907318064472392e-06
2006-01-23,1263.8199462890625,1,0.005943457443099978,0.9940503540786411,6.188476464973847e-06
2006-01-24,1266.8599853515625,1,0.013661555611359755,0.9863296881007645,8.756289142354591e-06
2006-01-25,1264.6800537109375,1,0.07386334554653937,0.9261297570147802,6.8974400700727145e-06
2006-01-26,1273.8299560546875,1,0.21902067774587974,0.7809726218084696,6.700444057074764e-06
2006-01-27,1283.719970703125,0,0.6115188503173201,0.38847766185036214,3.487833469403096e-06
2006-01-30,1285.18994140625,0,0.7912746732418067,0.20872256336016717,2.763397255158541e-06
2006-01-31,1280.0799560546875,0,0.7990093733557773,0.2009877875060769,2.8391388521520254e-06
2006-02-01,1282.4599609375,0,0.7368980274888682,0.26309912873921754,2.8437721292438665e-06
2006-02-02,1270.8399658203125,1,0.28480030934817163,0.7151962920339745,3.398617093282477e-06
2006-02-03,1264.030029296875,1,0.03797713943901121,0.962017927870342,4.932690567167436e-06
2006-02-06,1265.02001953125,1,0.0032523350234487636,0.9967423471211009,5.317854324417125e-06
2006-02-07,1254.780029296875,1,3.598075013440964e-05,0.9999563662956558,7.652953969285988e-06
2006-02-08,1265.6500244140625,1,7.251074266332186e-06,0.9999843069084741,8.442016954380352e-06
2006-02-09,1263.780029296875,1,4.541484374294887e-05,0.9999484735450446,6.111610813233211e-06
2006-02-10,1266.989990234375,1,0.000106324583329286,0.9998879199579399,5.755458571018019e-06
2006-02-13,1262.8599853515625,1,0.0003650578611509511,0.9996288071146335,6.1350251787453985e-06
2006-02-14,1275.530029296875,1,0.010233426007662048,0.9897597130523281,6.860939860477269e-06
2006-02-15,1280.0,1,0.2979529213305885,0.7020448454510654,2.2332169641438565e-06
2006-02-16,1289.3800048828125,0,0.6991969512460715,0.30080228694696154,7.618083097383568e-07
2006-02-17,1287.239990234375,0,0.9303052054865866,0.06969476152248884,3.2991407034309825e-08
2006-02-20,1287.239990234375,0,0.9966092940341087,0.0033907002152945565,5.7507722733907874e-09
2006-02-21,1283.030029296875,0,0.9995906285948428,0.0004093709830794021,4.2185128867285204e-10
2006-02-22,1292.6700439453125,0,0.9998724449737386,0.0001275549806208404,4.525879069021258e-11
