Date,Close,HMM_Regime,HMM_Prob_0,HMM_Prob_1,HMM_Prob_2
2005-03-11,0.191995769739151,0,1.0,2.873234098150917e-62,2.0714396024254365e-138
2005-03-14,0.1974131017923355,0,0.9854236743717091,0.005731989064175796,0.008844336564098394
2005-03-15,0.193445399403572,0,0.9668971348151904,0.012178566526235233,0.020924298659534532
2005-03-16,0.1901643276214599,0,0.9274842152683062,0.011598508797514812,0.060917275934222366
2005-03-17,0.1882560104131698,0,0.828245946049887,0.01950686826375265,0.15224718568619666
2005-03-18,0.1844410300254821,0,0.6921925069835775,0.017563404428093433,0.29024408858775275
2005-03-21,0.1907742172479629,2,0.5503301534009881,0.013048284354391506,0.43662156224407067
2005-03-22,0.1873402446508407,2,0.48509172914780924,0.013942356378183616,0.5009659144724147
2005-03-23,0.1913849860429763,2,0.399207451241278,0.01735998165011821,0.5834325671094653
2005-03-24,0.1917668581008911,2,0.3203893671572712,0.04592029787059242,0.633690334973763
2005-03-25,0.1917668581008911,2,0.2460115193853527,0.0436617086484923,0.7103267719647294
2005-03-28,0.1896295249462127,2,0.19205110006370152,0.013335500696637517,0.7946133992390282
2005-03-29,0.1854328215122223,2,0.08851286220575909,0.017151952169362408,0.8943351856262655
2005-03-30,0.1854328215122223,2,0.022609307619837284,0.015961593167093533,0.9614290992132978
2005-03-31,0.1813120990991592,2,0.008580628848805411,0.0024225478769266152,0.988996823275266
2005-04-01,0.179556593298912,2,0.003101684488696958,0.0004713123675946066,0.9964270031431328
2005-04-04,0.1784889101982116,2,0.0009026990506474482,0.00015544955244314553,0.9989418513981206
2005-04-05,0.1753599047660827,2,0.00019869594498733316,7.084720428698664e-05,0.9997304568504369
2005-04-06,0.1780310720205307,2,0.00013791364399667297,4.5844244571199986e-05,0.9998162421123722
2005-04-07,0.1813120990991592,2,0.0001775749036723385,7.05475473149668e-05,0.9997518775482417
2005-04-08,0.1789468079805374,2,0.00015322076504306235,0.00018515067819466837,0.999661628555826
2005-04-11,0.1754359006881714,2,0.00010637900475638709,0.00012353047998158083,0.9997700905147683
2005-04-12,0.1775732040405273,2,6.735864885222347e-05,5.912820723703311e-05,0.9998735131450699
2005-04-13,0.1701705157756805,2,6.602274732429508e-06,0.0001184734116534071,0.9998749243141511
2005-04-14,0.1687969267368316,2,9.507069966130499e-06,3.0993896671063056e-05,0.9999594990347799
2005-04-15,0.1629217267036438,2,8.509947808152597e-07,6.992253480342775e-05,0.9999292264708834
2005-04-18,0.1617771238088607,2,2.0427059446065378e-06,1.35054351092853e-05,0.9999844518578375
2005-04-19,0.1674233973026275,2,5.811967761267637e-07,4.784826448998666e-06,0.9999946339774668
2005-04-20,0.1623109430074691,2,9.93515540256056e-07,4.5199079866889515e-05,0.9999538074053642
