Date,Close,HMM_Regime,HMM_Prob_0,HMM_Prob_1,HMM_Prob_2
2010-09-06,1.4033329486846924,0,1.0,9.901118428735098e-15,1.2733564423378964e-199
2010-09-07,1.369333028793335,0,0.9992446495412817,8.272854168297018e-05,0.0006726219176173715
2010-09-08,1.3933329582214355,0,0.9994731781930629,8.14401066032783e-05,0.0004453817008916202
2010-09-09,1.380666971206665,0,0.9997931892127638,2.321217115181286e-05,0.00018359861555668764
2010-09-10,1.3446669578552246,0,0.9995210286049275,7.841394790943861e-05,0.0004005574474412257
2010-09-13,1.3813329935073853,0,0.9972494364692748,0.00036837803132732684,0.0023821854990719875
2010-09-14,1.4079999923706057,0,0.9552140343522881,0.00037132637710278455,0.04441463927148443
2010-09-15,1.4653329849243164,0,0.7128294354184589,0.0001907135735236221,0.28697985100794754
2010-09-16,1.3960000276565552,2,9.033802067309835e-39,4.503360353642852e-43,1.0
2010-09-17,1.348667025566101,2,0.00010539642575129669,8.569161514718624e-05,0.9998089119587285
2010-09-20,1.4040000438690186,2,0.03911593093784035,0.061839016362600335,0.8990450526999255
2010-09-21,1.3846670389175415,1,0.06546563534036659,0.5172989886535849,0.4172353760063484
2010-09-22,1.324666976928711,1,0.01867278346793448,0.6349333097825016,0.3463939067488781
2010-09-23,1.3040000200271606,1,0.01466579469215637,0.9725331195389404,0.012801085769680365
2010-09-24,1.340000033378601,1,0.01377044079080736,0.9816520492977716,0.004577509911532692
2010-09-27,1.3686670064926147,1,0.016826609478885,0.9323083927858001,0.05086499773616069
2010-09-28,1.4266669750213623,2,0.0012536731361709216,0.0035038451707982868,0.99524248169238
2010-09-29,1.4653329849243164,2,5.826758369655179e-09,7.853390819204725e-12,0.999999994164682
2010-09-30,1.3606669902801514,2,4.151494598579885e-12,1.1549876971419922e-09,0.9999999988413037
2010-10-01,1.373332977294922,1,0.014354846845670292,0.9580151809136707,0.027629972241439853
2010-10-04,1.3993330001831057,1,0.010854448069544472,0.9872982904725839,0.001847261457330945
2010-10-05,1.4079999923706057,1,0.008669812544234845,0.989411523324268,0.0019186641322226454
2010-10-06,1.3639999628067017,1,0.0062427177011128215,0.9897431644716594,0.0040141178267093505
2010-10-07,1.3619999885559082,1,0.002648034523789151,0.9924367694027686,0.00491519607263474
2010-10-08,1.3619999885559082,1,0.0013724430929102347,0.9965878390538021,0.0020397178535739805
2010-10-11,1.3493330478668213,1,0.0008361683346502675,0.9956100108653858,0.0035538207996651675
2010-10-12,1.3493330478668213,1,0.00041518848206040796,0.99799657525759,0.001588236260889105
2010-10-13,1.369333028793335,1,0.0003570894854696473,0.9987272676017172,0.0009156429124876391
2010-10-14,1.3833329677581787,1,0.0008252553881096087,0.9981559672380862,0.0010187773736419089
2010-10-15,1.369333028793335,1,0.0030497457310501353,0.9955781911324764,0.0013720631368573817
2010-10-18,1.348667025566101,1,0.006506830935270156,0.9896920706901307,0.003801098374752629
2010-10-19,1.3366669416427612,1,0.01173516722108263,0.9859178623172529,0.002346970461179696
2010-10-20,1.376667022705078,1,0.032339209060493285,0.960810139208919,0.006850651729921199
2010-10-21,1.3833329677581787,1,0.14849606113730168,0.8459430859552342,0.005560852907946809
2010-10-22,1.3813329935073853,1,0.2527379859709577,0.7268093167902686,0.020452697238301294
2010-10-25,1.3899999856948853,1,0.3310440554926467,0.6398987984390171,0.029057146068409843
2010-10-26,1.4240000247955322,1,0.42090534457933376,0.5591109790371831,0.019983676383695703
2010-10-27,1.399999976158142,1,0.46659979788932043,0.5301312306625787,0.003268971448131455
2010-10-28,1.4126670360565186,1,0.505506495138396,0.48972808337892854,0.004765421482448462
2010-10-29,1.4559999704360962,1,0.5996012539591792,0.3814061545291325,0.018992591511409876
2010-11-01,1.4273329973220823,1,0.6133707500583292,0.2909568464997159,0.09567240344231774
2010-11-02,1.4166669845581057,1,0.6423464477132159,0.2910718786495736,0.06658167363696374
2010-11-03,1.4513330459594729,1,0.5506225353562402,0.1956657181661005,0.2537117464767787
2010-11-04,1.659999966621399,2,6.476402061863149e-50,1.2918300784614049e-65,1.0
2010-11-05,1.6293330192565918,2,6.018528038513446e-08,1.7146281112391098e-13,0.9999999398150994
2010-11-08,1.6653330326080322,2,0.10662025830045496,1.2561417228802379e-05,0.8933671802815418
2010-11-09,1.6419999599456787,2,9.308726993988774e-05,3.669267049107386e-10,0.9999069123624388
2010-11-10,1.957332968711853,2,2.535714518340638e-56,2.9171158448800893e-80,1.0
2010-11-11,1.869333028793335,2,8.87197335615394e-16,1.0675819146775853e-23,1.0
2010-11-12,1.9893330335617063,2,5.54549908098396e-21,1.7754379776900154e-35,1.0
2010-11-15,2.053333044052124,2,1.0259482123421836e-14,1.6284195896495464e-28,1.0
2010-11-16,1.9780000448226929,2,0.0002495107640654566,3.4220137422490337e-13,0.9997504892354155
2010-11-17,1.965999960899353,2,0.02919554168895624,3.2046374974444757e-10,0.9708044579905646
2010-11-18,1.9926669597625728,2,0.038137807279146764,3.9403719305597954e-10,0.9618621923265703
2010-11-19,2.065999984741211,2,0.010369346704984258,2.140659668414241e-12,0.9896306532921836
2010-11-22,2.2266669273376465,2,9.398424203210682e-06,1.6203426838564258e-18,0.9999906015751189
2010-11-23,2.3046669960021973,2,4.670722996434914e-06,1.1913062064715398e-19,0.99999532927722
2010-11-24,2.3646669387817383,2,5.3760009012291475e-06,1.4410303017982598e-19,0.9999946239985446
2010-11-25,2.3646669387817383,2,1.9155263784707825e-06,6.128328569157297e-20,0.9999980844732065
2010-11-26,2.354666948318481,2,1.4963381655462063e-06,5.9748327919562396e-18,0.9999985036622374
2010-11-29,2.2886669635772705,2,6.434471775673696e-05,7.850063334241657e-15,0.999935655281861
2010-11-30,2.355333089828491,2,3.1026151117235762e-06,2.306756129985955e-19,0.9999968973855103
2010-12-01,2.289999961853028,2,7.180088075704938e-05,4.436072265053701e-15,0.999928199118884
2010-12-02,2.1566669940948486,2,0.0031751058089487558,3.647006518032624e-12,0.9968248941869147
2010-12-03,2.0993330478668213,0,0.9347193892940785,1.094483952220919e-06,0.06527951622210583
2010-12-06,2.02066707611084,0,0.9944838618395019,7.861811482754873e-07,0.0055153519799172775
2010-12-07,2.1040000915527344,0,0.998773580915886,9.943721501966084e-08,0.001226319646172949
2010-12-08,2.157999992370605,0,0.9984776430142875,1.882735867518523e-08,0.0015223381588062327
2010-12-09,2.136667013168335,0,0.9988759168409889,1.6298225197826467e-06,0.0011224533357602966
2010-12-10,2.101332902908325,0,0.9955927137953184,1.1384099860079256e-05,0.004395902105442125
2010-12-13,2.0366671085357666,0,0.9477920277487286,0.0008253658762977299,0.051382606374532964
2010-12-14,1.9019999504089355,0,0.4971990161808547,0.0033783913874481505,0.4994225924319792
2010-12-15,1.97333300113678,0,0.8702811810329012,0.02082913544289937,0.10888968352394833
2010-12-16,2.053999900817871,0,0.9766932689344306,0.007179958157376638,0.01612677290757592
2010-12-17,2.0906670093536377,0,0.9975917206714483,0.001496063806406433,0.0009122155219297716
2010-12-20,2.113332986831665,0,0.9983785256634442,0.001064690939276254,0.0005567833979119252
2010-12-21,2.1506669521331787,0,0.9962182749700623,0.002390071013616512,0.0013916540171642316
2010-12-22,2.175333023071289,0,0.9644928303803818,0.007223293020521201,0.028283876598808596
