Date,Close,KMeans_Regime,GMM_Regime,GMM_Prob_0,GMM_Prob_1,GMM_Prob_2
2010-09-06,1.4033329486846924,1,0,0.9105679222564772,0.08642434009037031,0.0030077376531523637
2010-09-07,1.369333028793335,0,0,0.8967930546501325,0.08020558889297368,0.023001356456893454
2010-09-08,1.3933329582214355,1,0,0.9051029020201959,0.09013264104267207,0.004764456937132158
2010-09-09,1.380666971206665,1,0,0.9001701024357072,0.09598099237160342,0.003848905192689557
2010-09-10,1.3446669578552246,0,0,0.9097485795214588,0.08329802888510252,0.00695339159343852
2010-09-13,1.3813329935073853,1,0,0.7035399162923216,0.2888753227152821,0.007584760992396271
2010-09-14,1.4079999923706057,1,1,0.025453266830121373,0.9300918439608911,0.04445488920898771
2010-09-15,1.4653329849243164,1,1,0.0007815189640536883,0.9433365455707634,0.055881935465182844
2010-09-16,1.3960000276565552,2,2,7.200424874819575e-61,8.89261872983709e-33,1.0
2010-09-17,1.348667025566101,2,2,0.0003705739498617182,0.018958953678483673,0.9806704723716545
2010-09-20,1.4040000438690186,1,1,0.0004724385027641247,0.9276499209477707,0.07187764054946534
2010-09-21,1.3846670389175415,0,0,0.6698103345987474,0.3046303084284748,0.025559356972777947
2010-09-22,1.324666976928711,0,0,0.46560537844071676,0.16331314210101142,0.3710814794582721
2010-09-23,1.3040000200271606,0,0,0.9228769487822148,0.0721907758708698,0.0049322753469155205
2010-09-24,1.340000033378601,0,0,0.6254784237741183,0.36584223145034,0.008679344775541782
2010-09-27,1.3686670064926147,0,0,0.8884724232595899,0.10695737612012675,0.00457020062028361
2010-09-28,1.4266669750213623,1,1,2.2616950098182854e-06,0.6211900894715714,0.3788076488334188
2010-09-29,1.4653329849243164,2,2,2.512110200826455e-16,5.6039269342798434e-05,0.9999439607306567
2010-09-30,1.3606669902801514,2,2,6.370310260817113e-12,1.609887000436916e-08,0.9999999838947594
2010-10-01,1.373332977294922,0,0,0.9204650393543758,0.07659431993295528,0.002940640712669035
2010-10-04,1.3993330001831057,0,0,0.8493830145636682,0.14627079748338945,0.004346187952942402
2010-10-05,1.4079999923706057,0,0,0.9424117328459358,0.049606710105030996,0.007981557049033033
2010-10-06,1.3639999628067017,0,0,0.8168664686190196,0.10656613639179927,0.07656739498918136
2010-10-07,1.3619999885559082,0,0,0.859117968646102,0.0674274006522819,0.07345463070161594
2010-10-08,1.3619999885559082,0,0,0.9343228621942974,0.04986348371352367,0.01581365409217888
2010-10-11,1.3493330478668213,0,0,0.8563749201337265,0.07482639196415929,0.06879868790211385
2010-10-12,1.3493330478668213,0,0,0.9286689425011178,0.051314349072496185,0.02001670842638607
2010-10-13,1.369333028793335,0,0,0.9390510802746553,0.05235460935242628,0.008594310372918296
2010-10-14,1.3833329677581787,0,0,0.9420870252599155,0.048341615453159854,0.009571359286924796
2010-10-15,1.369333028793335,0,0,0.939206062561261,0.04978649940820064,0.011007438030538353
2010-10-18,1.348667025566101,0,0,0.8567637529297905,0.08052175134587122,0.062714495724338
2010-10-19,1.3366669416427612,0,0,0.9402831935852469,0.047377238239637416,0.012339568175115475
2010-10-20,1.376667022705078,0,0,0.8810303637872525,0.11103254891132691,0.007937087301420565
2010-10-21,1.3833329677581787,0,0,0.9171770801545377,0.08006401828599863,0.0027589015594638435
2010-10-22,1.3813329935073853,0,0,0.9241926839619228,0.0571602344384892,0.01864708159958811
2010-10-25,1.3899999856948853,0,0,0.9148785452356774,0.05634076443136598,0.028780690332956955
2010-10-26,1.4240000247955322,1,1,0.0724490541320746,0.8993349718953573,0.02821597397256834
2010-10-27,1.399999976158142,0,0,0.9475568526765011,0.0485865595191137,0.0038565878043851725
2010-10-28,1.4126670360565186,0,0,0.9434133232374983,0.05301370731212558,0.00357296945037609
2010-10-29,1.4559999704360962,1,0,0.4972467079054952,0.4922582388584595,0.010495053236045323
2010-11-01,1.4273329973220823,0,1,0.2681054098951821,0.5147589265768042,0.21713566352801333
2010-11-02,1.4166669845581057,0,0,0.8052757163422689,0.18559887754196172,0.00912540611576926
2010-11-03,1.4513330459594729,1,1,0.06835331181035166,0.901354205527783,0.030292482661865468
2010-11-04,1.659999966621399,2,2,1.0744157084782053e-122,1.1433899513304537e-41,1.0
2010-11-05,1.6293330192565918,2,2,3.5961699083990895e-13,2.4612619145709773e-05,0.9999753873804949
2010-11-08,1.6653330326080322,1,1,0.013001682656627623,0.9595979499767867,0.027400367366585646
2010-11-09,1.6419999599456787,2,2,7.395462839324365e-08,0.012176190123121874,0.9878237359222499
2010-11-10,1.957332968711853,2,2,7.71243258519571e-146,2.336417240947734e-46,1.0
2010-11-11,1.869333028793335,2,2,3.3884484885936695e-22,5.218965680730112e-10,0.9999999994781028
2010-11-12,1.9893330335617063,2,2,1.2229654991909702e-48,3.3537441275618538e-15,0.9999999999999964
2010-11-15,2.053333044052124,2,2,1.6379904836846476e-30,4.856496375717349e-09,0.9999999951435043
2010-11-16,1.9780000448226929,1,1,0.0004417137712276123,0.789076820481694,0.2104814657470779
2010-11-17,1.965999960899353,1,1,0.052239137742144455,0.9278058169302613,0.019955045327594543
2010-11-18,1.9926669597625728,1,1,0.009133429443878089,0.9702515566445189,0.02061501391160342
2010-11-19,2.065999984741211,1,1,9.48914389879425e-05,0.9517058965662408,0.04819921199477084
2010-11-22,2.2266669273376465,1,2,9.378980307193708e-11,0.3123559491051642,0.6876440508010453
2010-11-23,2.3046669960021973,1,1,6.317386208093125e-08,0.8486300769748736,0.1513698598512646
2010-11-24,2.3646669387817383,1,1,1.3459827642817867e-06,0.9344604149188444,0.06553823909839142
2010-11-25,2.3646669387817383,1,1,9.629121632167553e-06,0.9650264845659836,0.034963886312384146
2010-11-26,2.354666948318481,1,1,0.0038948986102255055,0.8595978261749074,0.1365072752148678
2010-11-29,2.2886669635772705,1,1,0.00215756664848753,0.9699717511252651,0.027870682226247372
2010-11-30,2.355333089828491,1,1,3.4498924286861152e-09,0.6231751848868649,0.37682481166324217
2010-12-01,2.289999961853028,1,1,0.0016489958513063513,0.9702895609267195,0.028061443221974167
2010-12-02,2.1566669940948486,1,1,0.0018199367627611998,0.6181209946399712,0.38005906859726807
2010-12-03,2.0993330478668213,1,0,0.5183180155270114,0.4632542322653513,0.018427752207637423
2010-12-06,2.02066707611084,1,0,0.6197846575229853,0.3548173847811879,0.02539795769582657
2010-12-07,2.1040000915527344,1,1,0.04858186548088724,0.9194050839728374,0.03201305054627531
2010-12-08,2.157999992370605,1,0,0.5966986832104382,0.36762109873362625,0.03568021805593593
2010-12-09,2.136667013168335,1,0,0.8314352308533791,0.1348076016588621,0.03375716748775927
2010-12-10,2.101332902908325,1,0,0.8066948887235134,0.15610384227286997,0.03720126900361661
2010-12-13,2.0366671085357666,0,0,0.7557643618632065,0.16045947640585517,0.08377616173093841
2010-12-14,1.9019999504089355,0,2,0.12963540129301446,0.0300484073913802,0.8403161913156058
2010-12-15,1.97333300113678,1,0,0.6792641608410468,0.3066420140518091,0.01409382510714391
2010-12-16,2.053999900817871,1,0,0.5133177273338139,0.46700564678000034,0.01967662588618555
2010-12-17,2.0906670093536377,1,0,0.8030937042912359,0.19152972796968865,0.005376567739075686
2010-12-20,2.113332986831665,1,0,0.9217763799190434,0.07262458357745022,0.005599036503506631
2010-12-21,2.1506669521331787,1,0,0.8305319006773492,0.1648008655501176,0.004667233772533293
2010-12-22,2.175333023071289,1,0,0.8291409247194372,0.16672930012758982,0.004129775152972699
2010-12-23,2.00600004196167,0,2,0.03795642580655152,0.007137572591505296,0.9549060016019429
2010-12-24,2.00600004196167,0,1,0.12500236920642102,0.7576484869412957,0.11734914385228289
2010-12-27,1.703333020210266,2,2,1.0257182837313618e-120,5.4386118514042294e-83,1.0
2010-12-28,1.7606669664382937,2,2,1.458504217180752e-15,0.00013416521549035023,0.9998658347845074
2010-12-29,1.848667025566101,2,2,1.6377743810663182e-09,0.15335331111420492,0.8466466872480207
2010-12-30,1.7666670083999634,0,0,0.9192438145304183,0.03901806373608605,0.041738121733495684
2010-12-31,1.775333046913147,0,0,0.8636319261899786,0.1308523275150684,0.00551574629495282
2011-01-03,1.7746670246124268,0,0,0.9195895653390512,0.07619246182330759,0.004217972837641294
2011-01-04,1.777999997138977,0,0,0.9242567754831175,0.07165835326634497,0.004084871250537773
2011-01-05,1.7886669635772705,0,0,0.8566990162541271,0.13791049051207396,0.005390493233798682
2011-01-06,1.858667016029358,0,1,0.017738864283630043,0.9523050725240176,0.029956063192352653
2011-01-07,1.8826669454574585,0,1,0.25225834834418237,0.720034565864263,0.027707085791554842
2011-01-10,1.896667003631592,0,0,0.9118898186225629,0.08446802351717853,0.0036421578602585
2011-01-11,1.797333002090454,0,0,0.9233555096913929,0.03670955010732173,0.0399349402012857
2011-01-12,1.797333002090454,0,0,0.9445606259339527,0.049340990073300485,0.006098383992746704
2011-01-13,1.7480000257492063,0,0,0.8589206389975319,0.07250710177848185,0.06857225922398659
2011-01-14,1.7166670560836792,0,0,0.944300019242414,0.04595013206484754,0.009749848692738596
2011-01-17,1.7166670560836792,0,0,0.9178996298417776,0.07401222308033469,0.008088147077887901
2011-01-18,1.7093329429626465,0,0,0.910807964216575,0.08309201878630357,0.006100016997121477
2011-01-19,1.6019999980926514,0,0,0.6800432857962263,0.02316161002590456,0.29679510417786903
2011-01-20,1.5080000162124634,0,0,0.668903732882979,0.03035063760983614,0.30074562950718486
2011-01-21,1.5360000133514404,0,0,0.6343869479704441,0.3245200055129687,0.04109304651658725
2011-01-24,1.6326669454574585,0,1,0.010397118751314167,0.9186778756722344,0.07092500557645104
2011-01-25,1.6453330516815186,0,0,0.9048245544218599,0.09033679078099631,0.004838654797143732
2011-01-26,1.649999976158142,0,0,0.9281812903416701,0.06678785391869976,0.005030855739630176
2011-01-27,1.6613329648971558,0,0,0.918329075283724,0.07459150071504611,0.007079424001229967
2011-01-28,1.6006669998168943,0,0,0.9358991677412092,0.03936491273817194,0.024735919520618876
2011-01-31,1.6066670417785645,0,0,0.920825793301443,0.07098153210947286,0.008192674589084008
2011-02-01,1.593999981880188,0,0,0.9284055061951071,0.05715340848309799,0.014441085321794845
2011-02-02,1.5959999561309814,0,0,0.906881015337244,0.07145282948838354,0.0216661551743727
2011-02-03,1.5753329992294312,0,0,0.8769677113795981,0.07438034695084157,0.04865194166955995
2011-02-04,1.5640000104904177,0,0,0.8912080361189948,0.07617642087255863,0.03261554300844649
2011-02-07,1.537999987602234,0,0,0.937402279872383,0.052149006700114076,0.010448713427502813
2011-02-08,1.6326669454574585,2,2,6.379818450289787e-23,2.6115802118250283e-06,0.9999973884197888
2011-02-09,1.547333002090454,0,2,0.00031822708375484684,0.000563257821950487,0.9991185150942946
2011-02-10,1.5479999780654907,0,0,0.91923463069182,0.07270525836395106,0.008060110944229102
2011-02-11,1.5499999523162842,0,0,0.9173697451578361,0.06854635421460788,0.014083900627555726
2011-02-14,1.5386669635772705,0,0,0.9051868151956658,0.08824072136457078,0.0065724634397634285
2011-02-15,1.5226670503616333,0,0,0.9426323693376759,0.05122010571527028,0.006147524947053765
2011-02-16,1.6486669778823853,2,2,8.912020684576865e-30,7.692480311120335e-08,0.9999999230751969
2011-02-17,1.5733330249786377,0,2,0.00910222171178023,0.012244404423485329,0.9786533738647346
2011-02-18,1.5453330278396606,0,2,0.09849731244381282,0.3583520585854989,0.5431506289706879
2011-02-21,1.5453330278396606,0,1,0.04682147852911975,0.6917661102701791,0.2614124112007015
2011-02-22,1.4579999446868896,0,0,0.6518413320971117,0.02717538478576943,0.3209832831171187
2011-02-23,1.4553329944610596,0,0,0.8172869413982041,0.17141612324785155,0.011296935353944139
2011-02-24,1.5019999742507937,0,0,0.6107356469172774,0.37030992888010233,0.01895442420261995
2011-02-25,1.5740000009536743,0,1,0.11107174585306928,0.8589739326554628,0.029954321491468205
2011-02-28,1.5926669836044312,0,0,0.9096809156181551,0.08621671386699833,0.004102370514846429
2011-03-01,1.5959999561309814,0,0,0.9370799933949372,0.059812426233458046,0.0031075803716046155
2011-03-02,1.6013330221176147,0,0,0.9445058017178054,0.047372846876541974,0.008121351405652484
2011-03-03,1.6239999532699585,0,0,0.9337134001132565,0.057355758858020106,0.008930841028723173
2011-03-04,1.6633330583572388,0,1,0.4589254933600739,0.5292017204801039,0.011872786159822318
2011-03-07,1.6626670360565186,0,0,0.5683253304056899,0.41270214148429607,0.01897252811001415
2011-03-08,1.6440000534057615,0,0,0.942545942980429,0.054677868274018646,0.0027761887455522477
2011-03-09,1.6480000019073486,0,0,0.948661367007833,0.04790564421406531,0.003432988778101785
2011-03-10,1.6006669998168943,0,0,0.9524009023781951,0.039844764116140824,0.007754333505664149
2011-03-11,1.6046669483184814,0,0,0.9471785663514176,0.04963712879835855,0.0031843048502236994
2011-03-14,1.5499999523162842,0,0,0.9540289483884228,0.03622101573144965,0.009750035880127692
2011-03-15,1.5299999713897705,0,0,0.9494698233262585,0.04715816371521868,0.0033720129585226347
2011-03-16,1.5213329792022705,0,0,0.947782914838219,0.04914009741703003,0.0030769877447510453
2011-03-17,1.5206669569015503,0,0,0.9441113025166907,0.051635518048938865,0.004253179434370299
2011-03-18,1.5306669473648071,0,0,0.9418605254221881,0.0524372267859731,0.0057022477918386655
2011-03-21,1.51533305644989,0,0,0.9120416814381955,0.057341555325407405,0.03061676323639662
2011-03-22,1.4793330430984497,0,0,0.9328712743683166,0.04750328524837336,0.019625440383310395
2011-03-23,1.480666995048523,0,0,0.9390384313781437,0.04874912546297868,0.012212443158877304
2011-03-24,1.4886670112609863,0,0,0.9442981853699195,0.04840084134905497,0.007300973281025701
2011-03-25,1.5166670083999634,0,0,0.9126572033847014,0.08190864799930409,0.005434148615994611
2011-03-28,1.5499999523162842,0,1,0.39931352473607934,0.5845829301329406,0.016103545130980012
2011-03-29,1.5946669578552246,0,0,0.7235771572252476,0.2686224760344794,0.00780036674027312
2011-03-30,1.5806670188903809,0,0,0.6968166717957451,0.27408676807019966,0.029096560134054938
2011-03-31,1.850000023841858,2,2,1.7523957608662966e-291,3.853724602720583e-113,1.0
2011-04-01,1.7773330211639404,2,2,0.002137621293428453,0.04955800246029753,0.9483043762462736
2011-04-04,1.722000002861023,0,2,0.12300203240070738,0.32793307844949954,0.5490648891497927
2011-04-05,1.7799999713897705,2,2,2.4659392048723216e-07,0.2988179766645463,0.7011817767415334
2011-04-06,1.7660000324249268,0,0,0.9188251878583173,0.07826990870815011,0.0029049034335326515
2011-04-07,1.815999984741211,1,1,0.00018786625557451673,0.8463931609855546,0.15341897275887048
2011-04-08,1.7660000324249268,0,0,0.83996793380329,0.14755428094419876,0.012477785252511137
2011-04-11,1.6846669912338257,0,0,0.9090368981912185,0.06757633998629613,0.02338676182248517
2011-04-12,1.6433329582214355,0,0,0.9520506068947484,0.043845607014070816,0.0041037860911807
2011-04-13,1.6619999408721924,0,0,0.905776732336143,0.09074628153845304,0.0034769861254039707
2011-04-14,1.6759999990463257,0,0,0.934551976859418,0.06161748816370539,0.0038305349768764786
2011-04-15,1.7053329944610596,0,0,0.9116222961288509,0.08300306431543379,0.005374639555715093
2011-04-18,1.668666958808899,0,0,0.9464832052003616,0.047550794738154115,0.005966000061484148
2011-04-19,1.6773329973220823,0,0,0.9364082693279383,0.04997976423092372,0.013611966441138332
2011-04-20,1.7166670560836792,1,0,0.8997501087596251,0.09164555661127588,0.008604334629098988
2011-04-21,1.78266704082489,1,1,0.42230554766259243,0.5575978731061593,0.020096579231248725
2011-04-22,1.78266704082489,1,0,0.8818716144039773,0.11459603028221464,0.0035323553138080616
2011-04-25,1.7593330144882202,0,0,0.9254375544112897,0.06463435848118085,0.009928087107529201
2011-04-26,1.7953330278396606,1,0,0.7760461346322756,0.21765934880752413,0.00629451656020033
2011-04-27,1.8053330183029173,1,0,0.9283051880303461,0.06720336542093021,0.004491446548723532
2011-04-28,1.843999981880188,1,0,0.6294779594073755,0.3621389439431307,0.00838309664949378
2011-04-29,1.840000033378601,0,0,0.946986433123868,0.04805561469709271,0.004957952179039162
2011-05-02,1.830000042915344,0,0,0.9452122570739073,0.05089485054424932,0.0038928923818433597
2011-05-03,1.7913329601287842,0,0,0.942583804477983,0.05247386330213711,0.0049423322198799205
2011-05-04,1.779332995414734,0,0,0.9276608590516946,0.06939454509666107,0.002944595851644282
2011-05-05,1.762666940689087,0,0,0.895448976047706,0.09975810451821511,0.004792919434078808
2011-05-06,1.807999968528748,0,0,0.6569386568949385,0.3352937513398295,0.007767591765231855
2011-05-09,1.860666990280152,1,0,0.5817845704802833,0.4088823152025785,0.009333114317138284
2011-05-10,1.8886669874191284,1,1,0.02168994694564254,0.9148287422289804,0.0634813108253774
2011-05-11,1.8046669960021973,0,0,0.8708844206456607,0.09782900987431895,0.03128656948002068
2011-05-12,1.8446669578552248,1,0,0.8804394606668061,0.11466003014905718,0.00490050918413669
2011-05-13,1.8366669416427608,0,0,0.935558402979923,0.06128408865496062,0.003157508365116336
2011-05-16,1.773332953453064,0,0,0.9317175642914591,0.05674597259192116,0.011536463116619863
2011-05-17,1.730666995048523,0,0,0.8505377863482682,0.12893675611526542,0.020525457536466438
2011-05-18,1.7566670179367063,0,0,0.8981059273063013,0.09849483127149918,0.003399241422199268
2011-05-19,1.8799999952316284,2,2,3.4245003660625743e-18,0.0005318016060945322,0.9994681983939059
2011-05-20,1.864667057991028,0,0,0.9291516377297965,0.06791339567214259,0.0029349665980607457
2011-05-23,1.787999987602234,0,0,0.9262960411466432,0.056384216511271984,0.017319742342084818
2011-05-24,1.7813329696655271,0,0,0.9528718066810253,0.043734575826737565,0.003393617492236888
2011-05-25,1.932000041007996,2,2,2.3486010980913046e-58,2.01465332722549e-19,1.0
